# "Wavelength (µm)","n","k"
0.3,1.552770263573871,0.0000028607
0.31,,0.0000013679
0.32,,6.6608e-7
0.322,1.545869928920858
0.334,,2.6415e-7
0.344,1.540446686833076
0.35,,9.2894e-8
0.365,,3.4191e-8
0.366,1.536090527916989
0.37,,2.7405e-8
0.38,,2.074e-8
0.388,1.5325277321700042
0.39,,1.3731e-8
0.4,,1.0227e-8
0.405,,9.0558e-9
0.41,1.529568767223982
0.42,,9.3912e-9
0.432,1.527078429140649
0.436,,1.1147e-8
0.454,1.524957845732356
0.46,,1.0286e-8
0.476,1.523133173849853
0.498,1.52154825283689
0.5,,9.5781e-9
0.52,1.520159688246276
0.542,1.518933478310894
0.546,,6.9658e-9
0.564,1.51784264788692
0.58,,9.2541e-9
0.586,1.516865556749028
0.608,1.515984669181555
0.62,,1.1877e-8
0.63,1.5151856452759
0.652,1.5144566604974599
0.66,,1.2643e-8
0.674,1.5137878897669719
0.696,1.513171111794838
0.7,,8.9305e-9
0.718,1.51259940245443
0.74,1.512066894864639
0.762,1.5115685899968851
0.784,1.511100205933553
0.806,1.510658056970485
0.828,1.510238955962558
0.85,1.5098401349174289
0.872,1.50945918002393
0.894,1.509093978179181
0.916,1.5087426727363331
0.938,1.508403626692332
0.96,1.508075391914238
0.982,1.5077566832938412
1.004,1.507446356945594
1.026,1.507143391738333
1.048,1.506846873588731
1.06,,1.0137e-8
1.07,1.506555982052903
1.092,1.506269978838561
1.114,1.5059881979287
1.136,1.505710037062794
1.158,1.505434950365746
1.18,1.505162441950729
1.202,1.5048920603511688
1.224,1.504623393660961
1.246,1.504356065281525
1.268,1.5040897301903788
1.29,1.503824071659213
1.312,1.503558798360447
1.334,1.503293641810449
1.356,1.503028354105252
1.378,1.5027627059110231
1.4,1.502496484676945
1.422,1.502229493042732
1.444,1.501961547416827
1.466,1.501692476704625
1.488,1.501422121168822
1.51,1.501150331406369
1.53,,9.839e-8
1.532,1.500876967428522
1.554,1.500601897832236
1.576,1.500324999052613
1.598,1.5000461546874289
1.62,1.499765254885837
1.642,1.499482195794333
1.664,1.499196879053879
1.686,1.498909211342811
1.708,1.498619103960786
1.73,1.498326472449555
1.752,1.498031236246844
1.774,1.4977333183700399
1.796,1.497432645126733
1.818,1.497129145849499
1.84,1.49682275265259
1.862,1.496513400208446
1.884,1.496201025542154
1.906,1.495885567842193
1.928,1.495566968285965
1.95,1.495245169878751
1.97,,0.0000010933
1.972,1.494920117304907
1.994,1.494591756790181
2.016,1.49426003597419
2.038,1.493924903792159
2.06,1.493586310365117
2.082,1.493244206897842
2.104,1.492898545583866
2.126,1.492549279516982
2.148,1.492196362608681
2.17,1.49183974951104
2.192,1.491479395544613
2.214,1.491115256630921
2.236,1.490747289229154
2.258,1.490375450276769
2.28,1.489999697133652
2.302,1.489619987529573
2.324,1.489236279514675
2.325,,0.0000042911
2.346,1.4888485314127489
2.368,1.488456701777094
2.39,1.488060749348741
2.412,1.487660633016871
2.434,1.487256311781262
2.456,1.486847744716591
2.478,1.486434890938465
2.5,1.486017709571036,0.00000813